guid,Payment Due,Adjusted Payment Received
B457C955-9A16-849C-73B1-7674CBBFCC1E,7/9/23,7/15/23
B457C955-9A16-849C-73B1-7674CBBFCC1E,2/9/24,2/15/24
B457C955-9A16-849C-73B1-7674CBBFCC1E,11/9/23,11/16/23
B457C955-9A16-849C-73B1-7674CBBFCC1E,5/9/24,5/16/24
B457C955-9A16-849C-73B1-7674CBBFCC1E,8/9/23,8/17/23
B457C955-9A16-849C-73B1-7674CBBFCC1E,1/9/24,1/20/24
B457C955-9A16-849C-73B1-7674CBBFCC1E,3/9/24,3/20/24
B481A111-240C-B9AA-9F58-4D78CFBCC827,12/26/22,12/28/22
B481A111-240C-B9AA-9F58-4D78CFBCC827,5/26/23,5/29/23
B481A111-240C-B9AA-9F58-4D78CFBCC827,3/26/23,3/30/23
B481A111-240C-B9AA-9F58-4D78CFBCC827,8/26/23,8/30/23
B481A111-240C-B9AA-9F58-4D78CFBCC827,9/26/23,10/2/23
B481A111-240C-B9AA-9F58-4D78CFBCC827,10/26/22,11/2/22
B481A111-240C-B9AA-9F58-4D78CFBCC827,11/26/22,12/3/22
B481A111-240C-B9AA-9F58-4D78CFBCC827,2/26/23,3/5/23
B481A111-240C-B9AA-9F58-4D78CFBCC827,1/26/23,2/4/23
B481A111-240C-B9AA-9F58-4D78CFBCC827,6/26/23,7/5/23
B481A111-240C-B9AA-9F58-4D78CFBCC827,4/26/23,5/6/23
B481A111-240C-B9AA-9F58-4D78CFBCC827,7/26/23,8/6/23
B4ED22D7-D028-AE1C-9EAC-59465DC05BB6,9/26/23,9/28/23
B4ED22D7-D028-AE1C-9EAC-59465DC05BB6,3/26/24,3/28/24
B4ED22D7-D028-AE1C-9EAC-59465DC05BB6,8/26/23,8/29/23
B4ED22D7-D028-AE1C-9EAC-59465DC05BB6,12/26/23,12/29/23
B4ED22D7-D028-AE1C-9EAC-59465DC05BB6,6/26/24,6/30/24
B4ED22D7-D028-AE1C-9EAC-59465DC05BB6,10/26/23,11/3/23
B4ED22D7-D028-AE1C-9EAC-59465DC05BB6,11/26/23,12/4/23
B4ED22D7-D028-AE1C-9EAC-59465DC05BB6,1/26/24,2/3/24
B4ED22D7-D028-AE1C-9EAC-59465DC05BB6,5/26/24,6/3/24
B4ED22D7-D028-AE1C-9EAC-59465DC05BB6,2/26/24,3/6/24
B4ED22D7-D028-AE1C-9EAC-59465DC05BB6,7/26/24,8/4/24
B4ED22D7-D028-AE1C-9EAC-59465DC05BB6,4/26/24,5/6/24
B61B0557-9998-67D5-5EF9-96A3EAF214E5,6/28/23,6/28/23
B61B0557-9998-67D5-5EF9-96A3EAF214E5,7/28/23,7/28/23
B61B0557-9998-67D5-5EF9-96A3EAF214E5,11/28/23,11/30/23
B61B0557-9998-67D5-5EF9-96A3EAF214E5,5/28/23,6/1/23
B61B0557-9998-67D5-5EF9-96A3EAF214E5,9/28/23,10/2/23
B61B0557-9998-67D5-5EF9-96A3EAF214E5,2/28/23,3/6/23
B61B0557-9998-67D5-5EF9-96A3EAF214E5,10/28/23,11/4/23
B61B0557-9998-67D5-5EF9-96A3EAF214E5,1/28/23,2/5/23
B61B0557-9998-67D5-5EF9-96A3EAF214E5,3/28/23,4/5/23
B61B0557-9998-67D5-5EF9-96A3EAF214E5,4/28/23,5/7/23
B61B0557-9998-67D5-5EF9-96A3EAF214E5,12/28/22,1/7/23
B61B0557-9998-67D5-5EF9-96A3EAF214E5,8/28/23,9/7/23
B691DF55-38C6-15B7-EB14-1EF39CB8AB18,8/6/23,8/6/23
B691DF55-38C6-15B7-EB14-1EF39CB8AB18,9/6/23,9/6/23
B691DF55-38C6-15B7-EB14-1EF39CB8AB18,10/6/23,10/6/23
B691DF55-38C6-15B7-EB14-1EF39CB8AB18,11/6/23,11/6/23
B691DF55-38C6-15B7-EB14-1EF39CB8AB18,12/6/23,12/6/23
B691DF55-38C6-15B7-EB14-1EF39CB8AB18,1/6/24,1/6/24
B691DF55-38C6-15B7-EB14-1EF39CB8AB18,2/6/24,2/6/24
B691DF55-38C6-15B7-EB14-1EF39CB8AB18,3/6/24,3/6/24
B691DF55-38C6-15B7-EB14-1EF39CB8AB18,4/6/24,4/6/24
B691DF55-38C6-15B7-EB14-1EF39CB8AB18,5/6/24,5/6/24
B691DF55-38C6-15B7-EB14-1EF39CB8AB18,6/6/24,6/6/24
B691DF55-38C6-15B7-EB14-1EF39CB8AB18,7/6/24,7/6/24
B818AE33-1055-ACB6-293B-15CC905168DA,6/24/23,6/26/23
B818AE33-1055-ACB6-293B-15CC905168DA,9/24/23,9/26/23
B818AE33-1055-ACB6-293B-15CC905168DA,2/24/23,3/1/23
B818AE33-1055-ACB6-293B-15CC905168DA,8/24/23,8/29/23
B818AE33-1055-ACB6-293B-15CC905168DA,11/24/23,11/29/23
B818AE33-1055-ACB6-293B-15CC905168DA,4/24/23,5/1/23
B818AE33-1055-ACB6-293B-15CC905168DA,12/24/23,12/31/23
B818AE33-1055-ACB6-293B-15CC905168DA,3/24/23,4/2/23
B818AE33-1055-ACB6-293B-15CC905168DA,5/24/23,6/2/23
B818AE33-1055-ACB6-293B-15CC905168DA,7/24/23,8/2/23
B818AE33-1055-ACB6-293B-15CC905168DA,10/24/23,11/2/23
B818AE33-1055-ACB6-293B-15CC905168DA,1/24/24,2/2/24
B84BCE09-1F16-2873-8B6A-45EF69E847A1,5/30/23,5/30/23
B84BCE09-1F16-2873-8B6A-45EF69E847A1,6/30/23,6/30/23
B84BCE09-1F16-2873-8B6A-45EF69E847A1,7/30/23,7/30/23
B84BCE09-1F16-2873-8B6A-45EF69E847A1,8/30/23,8/30/23
B84BCE09-1F16-2873-8B6A-45EF69E847A1,9/30/23,9/30/23
B84BCE09-1F16-2873-8B6A-45EF69E847A1,10/30/23,10/30/23
B84BCE09-1F16-2873-8B6A-45EF69E847A1,11/30/23,11/30/23
B84BCE09-1F16-2873-8B6A-45EF69E847A1,12/30/23,12/30/23
B84BCE09-1F16-2873-8B6A-45EF69E847A1,1/30/24,1/30/24
B84BCE09-1F16-2873-8B6A-45EF69E847A1,2/29/24,2/29/24
B84BCE09-1F16-2873-8B6A-45EF69E847A1,3/29/24,3/29/24
B84BCE09-1F16-2873-8B6A-45EF69E847A1,4/29/24,4/29/24
B86C69AC-D813-55A4-7686-D91CCEAE2415,5/23/23,5/26/23
B86C69AC-D813-55A4-7686-D91CCEAE2415,8/23/23,8/26/23
B86C69AC-D813-55A4-7686-D91CCEAE2415,10/23/23,10/26/23
B86C69AC-D813-55A4-7686-D91CCEAE2415,2/23/23,2/27/23
B86C69AC-D813-55A4-7686-D91CCEAE2415,12/23/22,12/30/22
B86C69AC-D813-55A4-7686-D91CCEAE2415,6/23/23,6/30/23
B86C69AC-D813-55A4-7686-D91CCEAE2415,7/23/23,7/31/23
B86C69AC-D813-55A4-7686-D91CCEAE2415,3/23/23,4/1/23
B86C69AC-D813-55A4-7686-D91CCEAE2415,4/23/23,5/2/23
B86C69AC-D813-55A4-7686-D91CCEAE2415,1/23/23,2/3/23
B86C69AC-D813-55A4-7686-D91CCEAE2415,9/23/23,10/4/23
B86C69AC-D813-55A4-7686-D91CCEAE2415,11/23/23,12/4/23
B8DB16E3-32A7-1478-3A27-508263444701,4/13/23,4/13/23
B8DB16E3-32A7-1478-3A27-508263444701,5/13/23,5/13/23
B8DB16E3-32A7-1478-3A27-508263444701,6/13/23,6/13/23
B8DB16E3-32A7-1478-3A27-508263444701,7/13/23,7/13/23
B8DB16E3-32A7-1478-3A27-508263444701,8/13/23,8/13/23
B8DB16E3-32A7-1478-3A27-508263444701,9/13/23,9/13/23
B8DB16E3-32A7-1478-3A27-508263444701,10/13/23,10/13/23
B8DB16E3-32A7-1478-3A27-508263444701,11/13/23,11/13/23
B8DB16E3-32A7-1478-3A27-508263444701,12/13/23,12/13/23
B8DB16E3-32A7-1478-3A27-508263444701,1/13/24,1/13/24
B8DB16E3-32A7-1478-3A27-508263444701,2/13/24,2/13/24
B8DB16E3-32A7-1478-3A27-508263444701,3/13/24,3/13/24
B9536BBA-5D85-CA7E-D4D3-C6E0EC1145A3,6/16/23,6/18/23
B9536BBA-5D85-CA7E-D4D3-C6E0EC1145A3,7/16/23,7/18/23
B9536BBA-5D85-CA7E-D4D3-C6E0EC1145A3,9/16/23,9/19/23
B9536BBA-5D85-CA7E-D4D3-C6E0EC1145A3,1/16/24,1/20/24
B9536BBA-5D85-CA7E-D4D3-C6E0EC1145A3,3/16/24,3/20/24
B9536BBA-5D85-CA7E-D4D3-C6E0EC1145A3,10/16/23,10/22/23
B9536BBA-5D85-CA7E-D4D3-C6E0EC1145A3,4/16/24,4/23/24
B9536BBA-5D85-CA7E-D4D3-C6E0EC1145A3,5/16/24,5/23/24
B9536BBA-5D85-CA7E-D4D3-C6E0EC1145A3,8/16/23,8/24/23
B9536BBA-5D85-CA7E-D4D3-C6E0EC1145A3,2/16/24,2/24/24
B9536BBA-5D85-CA7E-D4D3-C6E0EC1145A3,11/16/23,11/25/23
B9536BBA-5D85-CA7E-D4D3-C6E0EC1145A3,12/16/23,12/25/23
BA14ABCC-5E7F-2369-CAE9-1016E8378A81,12/2/22,12/5/22
BA14ABCC-5E7F-2369-CAE9-1016E8378A81,9/2/23,9/5/23
BA14ABCC-5E7F-2369-CAE9-1016E8378A81,6/2/23,6/7/23
BA14ABCC-5E7F-2369-CAE9-1016E8378A81,4/2/23,4/9/23
BA14ABCC-5E7F-2369-CAE9-1016E8378A81,5/2/23,5/9/23
BA14ABCC-5E7F-2369-CAE9-1016E8378A81,2/2/23,2/10/23
BA14ABCC-5E7F-2369-CAE9-1016E8378A81,10/2/23,10/10/23
BA14ABCC-5E7F-2369-CAE9-1016E8378A81,11/2/22,11/11/22
BA14ABCC-5E7F-2369-CAE9-1016E8378A81,1/2/23,1/12/23
BA14ABCC-5E7F-2369-CAE9-1016E8378A81,3/2/23,3/12/23
BA14ABCC-5E7F-2369-CAE9-1016E8378A81,7/2/23,7/13/23
BA14ABCC-5E7F-2369-CAE9-1016E8378A81,8/2/23,8/13/23
BAA48330-BA62-81BE-D439-5D2917E817D0,5/13/23,5/25/23
BAA48330-BA62-81BE-D439-5D2917E817D0,8/13/23,8/28/23
BAA48330-BA62-81BE-D439-5D2917E817D0,3/13/23,3/29/23
BAA48330-BA62-81BE-D439-5D2917E817D0,10/13/23,10/29/23
BAA48330-BA62-81BE-D439-5D2917E817D0,11/13/23,11/29/23
BAA48330-BA62-81BE-D439-5D2917E817D0,12/13/23,12/30/23
BAA48330-BA62-81BE-D439-5D2917E817D0,1/13/24,1/31/24
BAA48330-BA62-81BE-D439-5D2917E817D0,7/13/23,8/1/23
BAA48330-BA62-81BE-D439-5D2917E817D0,2/13/24,3/3/24
BAA48330-BA62-81BE-D439-5D2917E817D0,4/13/23,5/3/23
BAA48330-BA62-81BE-D439-5D2917E817D0,6/13/23,7/3/23
BAA48330-BA62-81BE-D439-5D2917E817D0,9/13/23,10/4/23
BAC2A9F1-3D0A-6138-6516-E45EF41C9CA2,8/28/23,8/30/23
BAC2A9F1-3D0A-6138-6516-E45EF41C9CA2,9/28/23,10/1/23
BAC2A9F1-3D0A-6138-6516-E45EF41C9CA2,10/28/23,10/31/23
BAC2A9F1-3D0A-6138-6516-E45EF41C9CA2,1/30/23,2/3/23
BAC2A9F1-3D0A-6138-6516-E45EF41C9CA2,3/28/23,4/1/23
BAC2A9F1-3D0A-6138-6516-E45EF41C9CA2,7/28/23,8/1/23
BAC2A9F1-3D0A-6138-6516-E45EF41C9CA2,11/28/23,12/2/23
BAC2A9F1-3D0A-6138-6516-E45EF41C9CA2,6/28/23,7/3/23
BAC2A9F1-3D0A-6138-6516-E45EF41C9CA2,12/30/22,1/5/23
BAC2A9F1-3D0A-6138-6516-E45EF41C9CA2,2/28/23,3/8/23
BAC2A9F1-3D0A-6138-6516-E45EF41C9CA2,4/28/23,5/6/23
BAC2A9F1-3D0A-6138-6516-E45EF41C9CA2,5/28/23,6/5/23
BADA6A36-4E72-629B-A9D6-68669C6C1BDB,9/17/23,9/20/23
BADA6A36-4E72-629B-A9D6-68669C6C1BDB,4/17/24,4/20/24
BADA6A36-4E72-629B-A9D6-68669C6C1BDB,12/17/23,12/21/23
BADA6A36-4E72-629B-A9D6-68669C6C1BDB,2/17/24,2/21/24
BADA6A36-4E72-629B-A9D6-68669C6C1BDB,7/17/24,7/21/24
BADA6A36-4E72-629B-A9D6-68669C6C1BDB,6/17/24,6/24/24
BADA6A36-4E72-629B-A9D6-68669C6C1BDB,1/17/24,1/25/24
BADA6A36-4E72-629B-A9D6-68669C6C1BDB,3/17/24,3/25/24
BADA6A36-4E72-629B-A9D6-68669C6C1BDB,8/17/23,8/26/23
BADA6A36-4E72-629B-A9D6-68669C6C1BDB,11/17/23,11/26/23
BADA6A36-4E72-629B-A9D6-68669C6C1BDB,10/17/23,10/28/23
BADA6A36-4E72-629B-A9D6-68669C6C1BDB,5/17/24,5/28/24
BB246C56-D153-BCB2-14FE-AE9E7AB51D9B,4/24/23,4/24/23
BB246C56-D153-BCB2-14FE-AE9E7AB51D9B,5/24/23,5/24/23
BB246C56-D153-BCB2-14FE-AE9E7AB51D9B,6/24/23,6/24/23
BB246C56-D153-BCB2-14FE-AE9E7AB51D9B,7/24/23,7/24/23
BB246C56-D153-BCB2-14FE-AE9E7AB51D9B,8/24/23,8/24/23
BB246C56-D153-BCB2-14FE-AE9E7AB51D9B,9/24/23,9/24/23
BB246C56-D153-BCB2-14FE-AE9E7AB51D9B,10/24/23,10/24/23
BB246C56-D153-BCB2-14FE-AE9E7AB51D9B,11/24/23,11/24/23
BB246C56-D153-BCB2-14FE-AE9E7AB51D9B,12/24/23,12/24/23
BB246C56-D153-BCB2-14FE-AE9E7AB51D9B,1/24/24,1/24/24
BB246C56-D153-BCB2-14FE-AE9E7AB51D9B,2/24/24,2/24/24
BB246C56-D153-BCB2-14FE-AE9E7AB51D9B,3/24/24,3/24/24
BB53363D-EFC3-FFF7-56DD-8937B9D88FDF,10/9/22,10/9/22
BB53363D-EFC3-FFF7-56DD-8937B9D88FDF,11/9/22,11/9/22
BB53363D-EFC3-FFF7-56DD-8937B9D88FDF,12/9/22,12/9/22
BB53363D-EFC3-FFF7-56DD-8937B9D88FDF,1/9/23,1/9/23
BB53363D-EFC3-FFF7-56DD-8937B9D88FDF,2/9/23,2/9/23
BB53363D-EFC3-FFF7-56DD-8937B9D88FDF,3/9/23,3/9/23
BB53363D-EFC3-FFF7-56DD-8937B9D88FDF,4/9/23,4/9/23
BB53363D-EFC3-FFF7-56DD-8937B9D88FDF,5/9/23,5/9/23
BB53363D-EFC3-FFF7-56DD-8937B9D88FDF,6/9/23,6/9/23
BB53363D-EFC3-FFF7-56DD-8937B9D88FDF,7/9/23,7/9/23
BB53363D-EFC3-FFF7-56DD-8937B9D88FDF,8/9/23,8/9/23
BB53363D-EFC3-FFF7-56DD-8937B9D88FDF,9/9/23,9/9/23
BC715ED3-D2B9-4795-6644-B9E6DBA86621,4/17/23,4/17/23
BC715ED3-D2B9-4795-6644-B9E6DBA86621,5/17/23,5/17/23
BC715ED3-D2B9-4795-6644-B9E6DBA86621,6/17/23,6/17/23
BC715ED3-D2B9-4795-6644-B9E6DBA86621,7/17/23,7/17/23
BC715ED3-D2B9-4795-6644-B9E6DBA86621,8/17/23,8/17/23
BC715ED3-D2B9-4795-6644-B9E6DBA86621,9/17/23,9/17/23
BC715ED3-D2B9-4795-6644-B9E6DBA86621,10/17/23,10/17/23
BC715ED3-D2B9-4795-6644-B9E6DBA86621,11/17/23,11/17/23
BC715ED3-D2B9-4795-6644-B9E6DBA86621,12/17/23,12/17/23
BC715ED3-D2B9-4795-6644-B9E6DBA86621,1/17/24,1/17/24
BC715ED3-D2B9-4795-6644-B9E6DBA86621,2/17/24,2/17/24
BC715ED3-D2B9-4795-6644-B9E6DBA86621,3/17/24,3/17/24
BD8378D8-28A8-9441-6534-C1497AD14ECE,2/3/23,2/3/23
BD8378D8-28A8-9441-6534-C1497AD14ECE,6/3/23,6/3/23
BD8378D8-28A8-9441-6534-C1497AD14ECE,5/3/23,5/5/23
BD8378D8-28A8-9441-6534-C1497AD14ECE,1/3/23,1/6/23
BD8378D8-28A8-9441-6534-C1497AD14ECE,3/3/23,3/6/23
BD8378D8-28A8-9441-6534-C1497AD14ECE,4/3/23,4/7/23
BD8378D8-28A8-9441-6534-C1497AD14ECE,10/3/22,10/8/22
BD8378D8-28A8-9441-6534-C1497AD14ECE,7/3/23,7/10/23
BD8378D8-28A8-9441-6534-C1497AD14ECE,9/3/23,9/10/23
BD8378D8-28A8-9441-6534-C1497AD14ECE,12/3/22,12/11/22
BD8378D8-28A8-9441-6534-C1497AD14ECE,8/3/23,8/11/23
BD8378D8-28A8-9441-6534-C1497AD14ECE,11/3/22,11/12/22
BE51955E-5E73-1472-D728-9641CDE42C85,5/20/23,5/20/23
BE51955E-5E73-1472-D728-9641CDE42C85,6/20/23,6/20/23
BE51955E-5E73-1472-D728-9641CDE42C85,7/20/23,7/20/23
BE51955E-5E73-1472-D728-9641CDE42C85,8/20/23,8/20/23
BE51955E-5E73-1472-D728-9641CDE42C85,9/20/23,9/20/23
BE51955E-5E73-1472-D728-9641CDE42C85,10/20/23,10/20/23
BE51955E-5E73-1472-D728-9641CDE42C85,11/20/23,11/20/23
BE51955E-5E73-1472-D728-9641CDE42C85,12/20/23,12/20/23
BE51955E-5E73-1472-D728-9641CDE42C85,1/20/24,1/20/24
BE51955E-5E73-1472-D728-9641CDE42C85,2/20/24,2/20/24
BE51955E-5E73-1472-D728-9641CDE42C85,3/20/24,3/20/24
BE51955E-5E73-1472-D728-9641CDE42C85,4/20/24,4/20/24
BEEEBFE5-E633-8B97-77A9-3CA997868F51,6/11/23,6/11/23
BEEEBFE5-E633-8B97-77A9-3CA997868F51,7/11/23,7/11/23
BEEEBFE5-E633-8B97-77A9-3CA997868F51,8/11/23,8/11/23
BEEEBFE5-E633-8B97-77A9-3CA997868F51,9/11/23,9/11/23
BEEEBFE5-E633-8B97-77A9-3CA997868F51,10/11/23,10/11/23
BEEEBFE5-E633-8B97-77A9-3CA997868F51,11/11/23,11/11/23
BEEEBFE5-E633-8B97-77A9-3CA997868F51,12/11/23,12/11/23
BEEEBFE5-E633-8B97-77A9-3CA997868F51,1/11/24,1/11/24
BEEEBFE5-E633-8B97-77A9-3CA997868F51,2/11/24,2/11/24
BEEEBFE5-E633-8B97-77A9-3CA997868F51,3/11/24,3/11/24
BEEEBFE5-E633-8B97-77A9-3CA997868F51,4/11/24,4/11/24
BEEEBFE5-E633-8B97-77A9-3CA997868F51,5/11/24,5/11/24
BFB82E4B-A9F3-A6CB-658A-75761A8848C0,4/22/23,4/22/23
BFB82E4B-A9F3-A6CB-658A-75761A8848C0,5/22/23,5/22/23
BFB82E4B-A9F3-A6CB-658A-75761A8848C0,6/22/23,6/22/23
BFB82E4B-A9F3-A6CB-658A-75761A8848C0,7/22/23,7/22/23
BFB82E4B-A9F3-A6CB-658A-75761A8848C0,8/22/23,8/22/23
BFB82E4B-A9F3-A6CB-658A-75761A8848C0,9/22/23,9/22/23
BFB82E4B-A9F3-A6CB-658A-75761A8848C0,10/22/23,10/22/23
BFB82E4B-A9F3-A6CB-658A-75761A8848C0,11/22/23,11/22/23
BFB82E4B-A9F3-A6CB-658A-75761A8848C0,12/22/23,12/22/23
BFB82E4B-A9F3-A6CB-658A-75761A8848C0,1/22/24,1/22/24
BFB82E4B-A9F3-A6CB-658A-75761A8848C0,2/22/24,2/22/24
BFB82E4B-A9F3-A6CB-658A-75761A8848C0,3/22/24,3/22/24
C2CE3498-5326-A225-54D1-2A3EE35D976E,3/21/23,3/21/23
C2CE3498-5326-A225-54D1-2A3EE35D976E,4/21/23,4/21/23
C2CE3498-5326-A225-54D1-2A3EE35D976E,5/21/23,5/21/23
C2CE3498-5326-A225-54D1-2A3EE35D976E,6/21/23,6/21/23
C2CE3498-5326-A225-54D1-2A3EE35D976E,7/21/23,7/21/23
C2CE3498-5326-A225-54D1-2A3EE35D976E,8/21/23,8/21/23
C2CE3498-5326-A225-54D1-2A3EE35D976E,9/21/23,9/21/23
C2CE3498-5326-A225-54D1-2A3EE35D976E,10/21/23,10/21/23
C2CE3498-5326-A225-54D1-2A3EE35D976E,11/21/23,11/21/23
C2CE3498-5326-A225-54D1-2A3EE35D976E,12/21/23,12/21/23
C2CE3498-5326-A225-54D1-2A3EE35D976E,1/21/24,1/21/24
C2CE3498-5326-A225-54D1-2A3EE35D976E,2/21/24,2/21/24
C648474D-B592-E96C-1C81-6E3D6055B71D,10/9/23,10/9/23
C648474D-B592-E96C-1C81-6E3D6055B71D,12/9/23,12/11/23
C648474D-B592-E96C-1C81-6E3D6055B71D,8/9/23,8/12/23
C648474D-B592-E96C-1C81-6E3D6055B71D,9/9/23,9/12/23
C648474D-B592-E96C-1C81-6E3D6055B71D,1/9/24,1/12/24
C648474D-B592-E96C-1C81-6E3D6055B71D,7/9/23,7/14/23
C648474D-B592-E96C-1C81-6E3D6055B71D,5/9/23,5/15/23
C648474D-B592-E96C-1C81-6E3D6055B71D,3/9/23,3/16/23
C648474D-B592-E96C-1C81-6E3D6055B71D,4/9/23,4/17/23
C648474D-B592-E96C-1C81-6E3D6055B71D,11/9/23,11/17/23
C648474D-B592-E96C-1C81-6E3D6055B71D,2/9/24,2/17/24
C648474D-B592-E96C-1C81-6E3D6055B71D,6/9/23,6/18/23
C6966A3E-45CD-79EE-608B-CA9BE7DA9C07,3/27/23,3/27/23
C6966A3E-45CD-79EE-608B-CA9BE7DA9C07,6/27/23,6/29/23
C6966A3E-45CD-79EE-608B-CA9BE7DA9C07,9/27/23,9/30/23
C6966A3E-45CD-79EE-608B-CA9BE7DA9C07,1/27/24,1/30/24
C6966A3E-45CD-79EE-608B-CA9BE7DA9C07,7/27/23,7/31/23
C6966A3E-45CD-79EE-608B-CA9BE7DA9C07,2/27/24,3/2/24
C6966A3E-45CD-79EE-608B-CA9BE7DA9C07,4/27/23,5/2/23
C6966A3E-45CD-79EE-608B-CA9BE7DA9C07,10/27/23,11/1/23
C6966A3E-45CD-79EE-608B-CA9BE7DA9C07,8/27/23,9/3/23
C6966A3E-45CD-79EE-608B-CA9BE7DA9C07,5/27/23,6/4/23
C6966A3E-45CD-79EE-608B-CA9BE7DA9C07,11/27/23,12/5/23
C6966A3E-45CD-79EE-608B-CA9BE7DA9C07,12/27/23,1/6/24
C874D4A9-2AFE-A9ED-CE9D-98A41BC8E9E2,11/8/23,11/12/23
C874D4A9-2AFE-A9ED-CE9D-98A41BC8E9E2,6/8/23,6/13/23
C874D4A9-2AFE-A9ED-CE9D-98A41BC8E9E2,12/8/23,12/13/23
C874D4A9-2AFE-A9ED-CE9D-98A41BC8E9E2,3/8/23,3/14/23
C874D4A9-2AFE-A9ED-CE9D-98A41BC8E9E2,8/8/23,8/14/23
C874D4A9-2AFE-A9ED-CE9D-98A41BC8E9E2,4/8/23,4/18/23
C874D4A9-2AFE-A9ED-CE9D-98A41BC8E9E2,7/8/23,7/18/23
C874D4A9-2AFE-A9ED-CE9D-98A41BC8E9E2,10/8/23,10/18/23
C874D4A9-2AFE-A9ED-CE9D-98A41BC8E9E2,1/8/24,1/18/24
C874D4A9-2AFE-A9ED-CE9D-98A41BC8E9E2,5/8/23,5/19/23
C874D4A9-2AFE-A9ED-CE9D-98A41BC8E9E2,9/8/23,9/19/23
C874D4A9-2AFE-A9ED-CE9D-98A41BC8E9E2,2/8/24,2/19/24
CAB47D15-91CE-94BC-5A9E-4C7EACBD22FA,10/3/22,10/3/22
CAB47D15-91CE-94BC-5A9E-4C7EACBD22FA,11/3/22,11/3/22
CAB47D15-91CE-94BC-5A9E-4C7EACBD22FA,12/3/22,12/3/22
CAB47D15-91CE-94BC-5A9E-4C7EACBD22FA,1/3/23,1/3/23
CAB47D15-91CE-94BC-5A9E-4C7EACBD22FA,2/3/23,2/3/23
CAB47D15-91CE-94BC-5A9E-4C7EACBD22FA,3/3/23,3/3/23
CAB47D15-91CE-94BC-5A9E-4C7EACBD22FA,4/3/23,4/3/23
CAB47D15-91CE-94BC-5A9E-4C7EACBD22FA,5/3/23,5/3/23
CAB47D15-91CE-94BC-5A9E-4C7EACBD22FA,6/3/23,6/3/23
CAB47D15-91CE-94BC-5A9E-4C7EACBD22FA,7/3/23,7/3/23
CAB47D15-91CE-94BC-5A9E-4C7EACBD22FA,8/3/23,8/3/23
CAB47D15-91CE-94BC-5A9E-4C7EACBD22FA,9/3/23,9/3/23
CAD9299A-CF52-6EC4-DCD1-26F0095950B6,9/4/23,9/6/23
CAD9299A-CF52-6EC4-DCD1-26F0095950B6,3/4/23,3/7/23
CAD9299A-CF52-6EC4-DCD1-26F0095950B6,7/4/23,7/7/23
CAD9299A-CF52-6EC4-DCD1-26F0095950B6,12/4/22,12/9/22
CAD9299A-CF52-6EC4-DCD1-26F0095950B6,2/4/23,2/9/23
CAD9299A-CF52-6EC4-DCD1-26F0095950B6,8/4/23,8/10/23
CAD9299A-CF52-6EC4-DCD1-26F0095950B6,11/4/22,11/11/22
CAD9299A-CF52-6EC4-DCD1-26F0095950B6,10/4/22,10/12/22
CAD9299A-CF52-6EC4-DCD1-26F0095950B6,1/4/23,1/12/23
CAD9299A-CF52-6EC4-DCD1-26F0095950B6,5/4/23,5/12/23
CAD9299A-CF52-6EC4-DCD1-26F0095950B6,6/4/23,6/13/23
CAD9299A-CF52-6EC4-DCD1-26F0095950B6,4/4/23,4/15/23
CB066048-B311-67D4-8D51-3352987AD9EB,9/9/23,9/12/23
CB066048-B311-67D4-8D51-3352987AD9EB,1/9/24,1/12/24
CB066048-B311-67D4-8D51-3352987AD9EB,4/9/24,4/12/24
CB066048-B311-67D4-8D51-3352987AD9EB,7/9/23,7/13/23
CB066048-B311-67D4-8D51-3352987AD9EB,10/9/23,10/13/23
CB066048-B311-67D4-8D51-3352987AD9EB,6/9/23,6/14/23
CB066048-B311-67D4-8D51-3352987AD9EB,5/9/23,5/15/23
CB066048-B311-67D4-8D51-3352987AD9EB,11/9/23,11/15/23
CB066048-B311-67D4-8D51-3352987AD9EB,8/9/23,8/16/23
CB066048-B311-67D4-8D51-3352987AD9EB,3/9/24,3/18/24
CB066048-B311-67D4-8D51-3352987AD9EB,12/9/23,12/19/23
CB066048-B311-67D4-8D51-3352987AD9EB,2/9/24,2/20/24
CD78F353-E908-C061-D509-37F6477C5A53,4/1/23,4/3/23
CD78F353-E908-C061-D509-37F6477C5A53,6/1/23,6/3/23
CD78F353-E908-C061-D509-37F6477C5A53,7/1/23,7/4/23
CD78F353-E908-C061-D509-37F6477C5A53,12/1/23,12/4/23
CD78F353-E908-C061-D509-37F6477C5A53,2/1/24,2/4/24
CD78F353-E908-C061-D509-37F6477C5A53,3/1/24,3/4/24
CD78F353-E908-C061-D509-37F6477C5A53,9/1/23,9/6/23
CD78F353-E908-C061-D509-37F6477C5A53,5/1/23,5/7/23
CD78F353-E908-C061-D509-37F6477C5A53,8/1/23,8/7/23
CD78F353-E908-C061-D509-37F6477C5A53,10/1/23,10/9/23
CD78F353-E908-C061-D509-37F6477C5A53,11/1/23,11/10/23
CD78F353-E908-C061-D509-37F6477C5A53,1/1/24,1/11/24
D023201E-4048-DA53-D24B-D609C74413B1,1/14/23,1/16/23
D023201E-4048-DA53-D24B-D609C74413B1,4/14/23,4/16/23
D023201E-4048-DA53-D24B-D609C74413B1,10/14/23,10/18/23
D023201E-4048-DA53-D24B-D609C74413B1,3/14/23,3/19/23
D023201E-4048-DA53-D24B-D609C74413B1,7/14/23,7/19/23
D023201E-4048-DA53-D24B-D609C74413B1,8/14/23,8/19/23
